"Project.Name","UNIT","SEARCH.AREA","Time","Date","EASTING","NORTHING","MolluskCode","ScientificName","Type","CommonName","Count"
"Roaring Creek","3B","3B-SA011TP-1",2006-05-31 12:00:00,2006-05-31,"476535",5031830,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","5"
"Roaring Creek","3B","3B-SA012JF-1",2006-11-20 12:00:00,2006-11-20,"476506",5031562,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","3B","3B-SA012JF-1",2006-11-20 12:00:00,2006-11-20,"476506",5031562,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3B","3B-SA012JF-1",2006-11-20 12:00:00,2006-11-20,"476506",5031562,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","3B","3B-SA012JG-1",2006-06-04 12:00:00,2006-06-04,"476538",5031871,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","2"
"Roaring Creek","3B","3B-SA012JG-1",2006-06-04 12:00:00,2006-06-04,"476538",5031871,"ARCO","Ariolimax columbiana","Slug","Banana slug","3"
"Roaring Creek","3B","3B-SA012JG-1",2006-06-04 12:00:00,2006-06-04,"476538",5031871,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3B","3B-SA012JG-1",2006-06-04 12:00:00,2006-06-04,"476538",5031871,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","4"
"Roaring Creek","3B","3B-SA012JG-2",2006-11-20 12:00:00,2006-11-20,"476428",5032117,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","3B","3B-SA012JG-2",2006-11-20 12:00:00,2006-11-20,"476428",5032117,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3B","3B-SA012JG-2",2006-11-20 12:00:00,2006-11-20,"476428",5032117,"MOFI","Monadenia fidelis","Snail","Pacific Sideband snail","1"
"Roaring Creek","3B","3B-SA012TP-1",2006-06-04 12:00:00,2006-06-04,"476481",5031910,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","3B","3B-SA012TP-1",2006-06-04 12:00:00,2006-06-04,"476481",5031910,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","3B","3B-SA012TP-1",2006-06-04 12:00:00,2006-06-04,"476481",5031910,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","3B","3B-SA012TP-1",2006-06-04 12:00:00,2006-06-04,"476481",5031910,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","3B","3B-SA012TP-1",2006-06-04 12:00:00,2006-06-04,"476481",5031910,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","3B","3B-SA013JF-1",2006-11-20 12:00:00,2006-11-20,"476572",5031530,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","3B","3B-SA013JF-1",2006-11-20 12:00:00,2006-11-20,"476572",5031530,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","3B","3B-SA013JG-1",2006-06-04 12:00:00,2006-06-04,"476600",5031844,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","2"
"Roaring Creek","3B","3B-SA013JG-1",2006-06-04 12:00:00,2006-06-04,"476600",5031844,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","3B","3B-SA013JG-1",2006-06-04 12:00:00,2006-06-04,"476600",5031844,"COLUM","Columella edentula,","Snail","Toothless column snail","2"
"Roaring Creek","3B","3B-SA013JG-1",2006-06-04 12:00:00,2006-06-04,"476600",5031844,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3B","3B-SA013JG-1",2006-06-04 12:00:00,2006-06-04,"476600",5031844,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","3C","3C-SA001JF-1",2006-11-17 12:00:00,2006-11-17,"475810",5031313,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
"Roaring Creek","3C","3C-SA001JF-1",2006-11-17 12:00:00,2006-11-17,"475810",5031313,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3C","3C-SA001JF-1",2006-11-17 12:00:00,2006-11-17,"475810",5031313,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","3C","3C-SA001JG-1",2006-06-01 12:00:00,2006-06-01,"475532",5031497,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","4"
"Roaring Creek","3C","3C-SA001JG-1",2006-06-01 12:00:00,2006-06-01,"475532",5031497,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","3C","3C-SA001JG-1",2006-06-01 12:00:00,2006-06-01,"475532",5031497,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","2"
"Roaring Creek","3C","3C-SA001JG-1",2006-06-01 12:00:00,2006-06-01,"475532",5031497,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","3C","3C-SA001JG-1",2006-06-01 12:00:00,2006-06-01,"475532",5031497,"CRGE","Cryptomastix germana","Snail","Pygmy oregonian snail","1"
"Roaring Creek","3C","3C-SA001JG-1",2006-06-01 12:00:00,2006-06-01,"475532",5031497,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","3C","3C-SA001JG-1",2006-06-01 12:00:00,2006-06-01,"475532",5031497,"MOFI","Monadenia fidelis","Snail","Pacific Sideband snail","1"
"Roaring Creek","3C","3C-SA001JG-1",2006-06-01 12:00:00,2006-06-01,"475532",5031497,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","2"
"Roaring Creek","3C","3C-SA001JG-1",2006-06-01 12:00:00,2006-06-01,"475532",5031497,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","3C","3C-SA001JG-2",2006-11-17 12:00:00,2006-11-17,"475442",5031382,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","2"
"Roaring Creek","3C","3C-SA001JG-2",2006-11-17 12:00:00,2006-11-17,"475442",5031382,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","3C","3C-SA001JG-2",2006-11-17 12:00:00,2006-11-17,"475442",5031382,"PRDU","Prophysaon dubium","Slug","Papillose Taildropper slug","1"
"Roaring Creek","3C","3C-SA001JG-2",2006-11-17 12:00:00,2006-11-17,"475442",5031382,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","3C","3C-SA001TP-1",2006-06-01 12:00:00,2006-06-01,"475544",5031526,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
"Roaring Creek","3C","3C-SA001TP-1",2006-06-01 12:00:00,2006-06-01,"475544",5031526,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3C","3C-SA001TP-1",2006-06-01 12:00:00,2006-06-01,"475544",5031526,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","3"
"Roaring Creek","3C","3C-SA001VH-1",2006-11-17 12:00:00,2006-11-17,"475903",5031461,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","2"
"Roaring Creek","3C","3C-SA001VH-1",2006-11-17 12:00:00,2006-11-17,"475903",5031461,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","3"
"Roaring Creek","3C","3C-SA001VH-1",2006-11-17 12:00:00,2006-11-17,"475903",5031461,"CRGE","Cryptomastix germana","Snail","Pygmy oregonian snail","2"
"Roaring Creek","3C","3C-SA001VH-1",2006-11-17 12:00:00,2006-11-17,"475903",5031461,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","3C","3C-SA001VH-1",2006-11-17 12:00:00,2006-11-17,"475903",5031461,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","3C","3C-SA001VH-1",2006-11-17 12:00:00,2006-11-17,"475903",5031461,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","3C","3C-SA002JF-1",2006-11-17 12:00:00,2006-11-17,"475710",5031293,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","4"
"Roaring Creek","3C","3C-SA002JF-1",2006-11-17 12:00:00,2006-11-17,"475710",5031293,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","4"
"Roaring Creek","3C","3C-SA002JG-1",2006-06-01 12:00:00,2006-06-01,"475492",5031540,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
"Roaring Creek","3C","3C-SA002JG-1",2006-06-01 12:00:00,2006-06-01,"475492",5031540,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","3"
"Roaring Creek","3C","3C-SA002JG-1",2006-06-01 12:00:00,2006-06-01,"475492",5031540,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","3C","3C-SA002JG-1",2006-06-01 12:00:00,2006-06-01,"475492",5031540,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3C","3C-SA002JG-1",2006-06-01 12:00:00,2006-06-01,"475492",5031540,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","2"
"Roaring Creek","3C","3C-SA002JG-2",2006-11-17 12:00:00,2006-11-17,"475289",5031229,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","3"
"Roaring Creek","3C","3C-SA002JG-2",2006-11-17 12:00:00,2006-11-17,"475289",5031229,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","1"
"Roaring Creek","3C","3C-SA002JG-2",2006-11-17 12:00:00,2006-11-17,"475289",5031229,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","3C","3C-SA002TP-1",2006-06-01 12:00:00,2006-06-01,"475615",5031445,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","3C","3C-SA002TP-1",2006-06-01 12:00:00,2006-06-01,"475615",5031445,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","6"
"Roaring Creek","3C","3C-SA002TP-1",2006-06-01 12:00:00,2006-06-01,"475615",5031445,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","3C","3C-SA002VH-1",2006-11-17 12:00:00,2006-11-17,"476125",5031400,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","2"
"Roaring Creek","3C","3C-SA002VH-1",2006-11-17 12:00:00,2006-11-17,"476125",5031400,"EUFU","Euconulus fulvus","Snail","Brown Hive snail","1"
"Roaring Creek","3C","3C-SA002VH-1",2006-11-17 12:00:00,2006-11-17,"476125",5031400,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","3C","3C-SA002VH-1",2006-11-17 12:00:00,2006-11-17,"476125",5031400,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","1"
"Roaring Creek","3C","3C-SA002VH-1",2006-11-17 12:00:00,2006-11-17,"476125",5031400,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","4"
"Roaring Creek","3C","3C-SA003JF-1",2006-11-17 12:00:00,2006-11-17,"475697",5031302,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","3C","3C-SA003JF-1",2006-11-17 12:00:00,2006-11-17,"475697",5031302,"PRIST","Pristiloma sp.","Snail","Uknown member of Pristiloma genus","1"
"Roaring Creek","3C","3C-SA003JF-1",2006-11-17 12:00:00,2006-11-17,"475697",5031302,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","2"
"Roaring Creek","3C","3C-SA003JG-1",2006-06-01 12:00:00,2006-06-01,"475436",5031583,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
"Roaring Creek","3C","3C-SA003JG-1",2006-06-01 12:00:00,2006-06-01,"475436",5031583,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","3C","3C-SA003JG-1",2006-06-01 12:00:00,2006-06-01,"475436",5031583,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","4"
"Roaring Creek","3C","3C-SA003JG-1",2006-06-01 12:00:00,2006-06-01,"475436",5031583,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","2"
"Roaring Creek","3C","3C-SA003JG-1",2006-06-01 12:00:00,2006-06-01,"475436",5031583,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","3C","3C-SA003JG-2",2006-11-17 12:00:00,2006-11-17,"475218",5031259,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","3"
"Roaring Creek","3C","3C-SA003JG-2",2006-11-17 12:00:00,2006-11-17,"475218",5031259,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","3C","3C-SA003TP-1",2006-06-01 12:00:00,2006-06-01,"475690",5031350,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","3C","3C-SA003TP-1",2006-06-01 12:00:00,2006-06-01,"475690",5031350,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","5"
"Roaring Creek","3C","3C-SA003VH-1",2006-11-17 12:00:00,2006-11-17,"476161",5031453,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","6"
"Roaring Creek","3C","3C-SA003VH-1",2006-11-17 12:00:00,2006-11-17,"476161",5031453,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","3"
"Roaring Creek","3C","3C-SA003VH-1",2006-11-17 12:00:00,2006-11-17,"476161",5031453,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","3C","3C-SA003VH-1",2006-11-17 12:00:00,2006-11-17,"476161",5031453,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","3C","3C-SA003VH-1",2006-11-17 12:00:00,2006-11-17,"476161",5031453,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","1"
"Roaring Creek","3C","3C-SA003VH-1",2006-11-17 12:00:00,2006-11-17,"476161",5031453,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","5"
"Roaring Creek","3C","3C-SA004JF-1",2006-11-17 12:00:00,2006-11-17,"475655",5031245,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","3C","3C-SA004JF-1",2006-11-17 12:00:00,2006-11-17,"475655",5031245,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","3C","3C-SA004JF-1",2006-11-17 12:00:00,2006-11-17,"475655",5031245,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","1"
"Roaring Creek","3C","3C-SA004JF-1",2006-11-17 12:00:00,2006-11-17,"475655",5031245,"STPU","Striatura pugetensis","Snail","Northwest Striate snail","1"
"Roaring Creek","3C","3C-SA004JG-1",2006-06-01 12:00:00,2006-06-01,"475386",5031612,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","3"
"Roaring Creek","3C","3C-SA004JG-1",2006-06-01 12:00:00,2006-06-01,"475386",5031612,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","3C","3C-SA004JG-1",2006-06-01 12:00:00,2006-06-01,"475386",5031612,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","3C","3C-SA004JG-1",2006-06-01 12:00:00,2006-06-01,"475386",5031612,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","3C","3C-SA004JG-1",2006-06-01 12:00:00,2006-06-01,"475386",5031612,"VECO2","Vertigo columbiana","Snail","Pacific Vertigo snail","2"
"Roaring Creek","3C","3C-SA004JG-2",2006-11-17 12:00:00,2006-11-17,"475191",5031246,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","3C","3C-SA004JG-2",2006-11-17 12:00:00,2006-11-17,"475191",5031246,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","3"
"Roaring Creek","3C","3C-SA004JG-2",2006-11-17 12:00:00,2006-11-17,"475191",5031246,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","3C","3C-SA004JG-2",2006-11-17 12:00:00,2006-11-17,"475191",5031246,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","4"
"Roaring Creek","3C","3C-SA004JG-2",2006-11-17 12:00:00,2006-11-17,"475191",5031246,"MOFI","Monadenia fidelis","Snail","Pacific Sideband snail","1"
"Roaring Creek","3C","3C-SA004JG-2",2006-11-17 12:00:00,2006-11-17,"475191",5031246,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
"Roaring Creek","3C","3C-SA004TP-1",2006-06-01 12:00:00,2006-06-01,"475741",5031409,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
"Roaring Creek","3C","3C-SA004TP-1",2006-06-01 12:00:00,2006-06-01,"475741",5031409,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3C","3C-SA004TP-1",2006-06-01 12:00:00,2006-06-01,"475741",5031409,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","5"
"Roaring Creek","3C","3C-SA004VH-1",2006-11-17 12:00:00,2006-11-17,"476156",5031366,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","3C","3C-SA004VH-1",2006-11-17 12:00:00,2006-11-17,"476156",5031366,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3C","3C-SA004VH-1",2006-11-17 12:00:00,2006-11-17,"476156",5031366,"MOFI","Monadenia fidelis","Snail","Pacific Sideband snail","1"
"Roaring Creek","3C","3C-SA004VH-1",2006-11-17 12:00:00,2006-11-17,"476156",5031366,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","2"
"Roaring Creek","3C","3C-SA005JF-1",2006-11-17 12:00:00,2006-11-17,"475582",5031234,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","1"
"Roaring Creek","3C","3C-SA005JG-1",2006-06-01 12:00:00,2006-06-01,"475306",5031622,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","3C","3C-SA005JG-1",2006-06-01 12:00:00,2006-06-01,"475306",5031622,"ARCO","Ariolimax columbiana","Slug","Banana slug","2"
"Roaring Creek","3C","3C-SA005JG-1",2006-06-01 12:00:00,2006-06-01,"475306",5031622,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","3C","3C-SA005JG-1",2006-06-01 12:00:00,2006-06-01,"475306",5031622,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","3C","3C-SA005JG-2",2006-11-17 12:00:00,2006-11-17,"475088",5031260,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","3C","3C-SA005JG-2",2006-11-17 12:00:00,2006-11-17,"475088",5031260,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","3C","3C-SA005JG-2",2006-11-17 12:00:00,2006-11-17,"475088",5031260,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3C","3C-SA005JG-2",2006-11-17 12:00:00,2006-11-17,"475088",5031260,"MOFI","Monadenia fidelis","Snail","Pacific Sideband snail","1"
"Roaring Creek","3C","3C-SA005JG-2",2006-11-17 12:00:00,2006-11-17,"475088",5031260,"PURA","Punctum randolphi","Snail","Conical spot snail","3"
"Roaring Creek","3C","3C-SA005TP-1",2006-06-01 12:00:00,2006-06-01,"475850",5031375,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","1"
"Roaring Creek","3C","3C-SA005TP-1",2006-06-01 12:00:00,2006-06-01,"475850",5031375,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","6"
"Roaring Creek","3C","3C-SA005TP-1",2006-06-01 12:00:00,2006-06-01,"475850",5031375,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","3C","3C-SA005VH-1",2006-11-17 12:00:00,2006-11-17,"476364",5031361,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","10"
"Roaring Creek","3C","3C-SA005VH-1",2006-11-17 12:00:00,2006-11-17,"476364",5031361,"PRDU","Prophysaon dubium","Slug","Papillose Taildropper slug","1"
"Roaring Creek","3C","3C-SA006JF-1",2006-11-17 12:00:00,2006-11-17,"475428",5031302,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","3"
"Roaring Creek","3C","3C-SA006JF-1",2006-11-17 12:00:00,2006-11-17,"475428",5031302,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","3C","3C-SA006JG-1",2006-06-01 12:00:00,2006-06-01,"475215",5031628,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","3C","3C-SA006JG-1",2006-06-01 12:00:00,2006-06-01,"475215",5031628,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","3C","3C-SA006JG-1",2006-06-01 12:00:00,2006-06-01,"475215",5031628,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","3C","3C-SA006JG-2",2006-11-17 12:00:00,2006-11-17,"475148",5031340,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","1"
"Roaring Creek","3C","3C-SA006JG-2",2006-11-17 12:00:00,2006-11-17,"475148",5031340,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3C","3C-SA006JG-2",2006-11-17 12:00:00,2006-11-17,"475148",5031340,"PRLA","Pristiloma lansingi","Snail","Denticulate tightcoil snail","1"
"Roaring Creek","3C","3C-SA006TP-1",2006-06-01 12:00:00,2006-06-01,"475900",5031403,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","3C","3C-SA006TP-1",2006-06-01 12:00:00,2006-06-01,"475900",5031403,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3C","3C-SA006TP-1",2006-06-01 12:00:00,2006-06-01,"475900",5031403,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","2"
"Roaring Creek","3C","3C-SA006TP-1",2006-06-01 12:00:00,2006-06-01,"475900",5031403,"PRAN","Prophysaon andersoni","Slug","Reticulate Taildropper slug","1"
"Roaring Creek","3C","3C-SA006TP-1",2006-06-01 12:00:00,2006-06-01,"475900",5031403,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","3C","3C-SA006VH-1",2006-11-17 12:00:00,2006-11-17,"476477",5031216,"ANHY","Ancotrema hybridum","Snail","Oregon lancetooth snail","2"
"Roaring Creek","3C","3C-SA006VH-1",2006-11-17 12:00:00,2006-11-17,"476477",5031216,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","3"
"Roaring Creek","3C","3C-SA006VH-1",2006-11-17 12:00:00,2006-11-17,"476477",5031216,"CRGE","Cryptomastix germana","Snail","Pygmy oregonian snail","2"
"Roaring Creek","3C","3C-SA006VH-1",2006-11-17 12:00:00,2006-11-17,"476477",5031216,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","5"
"Roaring Creek","3C","3C-SA006VH-1",2006-11-17 12:00:00,2006-11-17,"476477",5031216,"PRDU","Prophysaon dubium","Slug","Papillose Taildropper slug","2"
"Roaring Creek","3C","3C-SA006VH-1",2006-11-17 12:00:00,2006-11-17,"476477",5031216,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","3"
"Roaring Creek","3C","3C-SA007JF-1",2006-11-17 12:00:00,2006-11-17,"475454",5031371,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","2"
"Roaring Creek","3C","3C-SA007JF-1",2006-11-17 12:00:00,2006-11-17,"475454",5031371,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","3C","3C-SA007JF-1",2006-11-17 12:00:00,2006-11-17,"475454",5031371,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3C","3C-SA007JF-1",2006-11-17 12:00:00,2006-11-17,"475454",5031371,"STPU","Striatura pugetensis","Snail","Northwest Striate snail","4"
"Roaring Creek","3C","3C-SA007JF-1",2006-11-17 12:00:00,2006-11-17,"475454",5031371,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","3C","3C-SA007JF-1",2006-11-17 12:00:00,2006-11-17,"475454",5031371,"VECO2","Vertigo columbiana","Snail","Pacific Vertigo snail","1"
"Roaring Creek","3C","3C-SA007JG-1",2006-06-01 12:00:00,2006-06-01,"475198",5031649,"ANsp","Ancotrema sp.","Snail","Uknown member of Ancotrema genus","2"
"Roaring Creek","3C","3C-SA007JG-1",2006-06-01 12:00:00,2006-06-01,"475198",5031649,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","3C","3C-SA007JG-1",2006-06-01 12:00:00,2006-06-01,"475198",5031649,"COLUM","Columella edentula,","Snail","Toothless column snail","1"
"Roaring Creek","3C","3C-SA007JG-1",2006-06-01 12:00:00,2006-06-01,"475198",5031649,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","1"
"Roaring Creek","3C","3C-SA007JG-1",2006-06-01 12:00:00,2006-06-01,"475198",5031649,"MOFI","Monadenia fidelis","Snail","Pacific Sideband snail","1"
"Roaring Creek","3C","3C-SA007JG-1",2006-06-01 12:00:00,2006-06-01,"475198",5031649,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","5"
"Roaring Creek","3C","3C-SA007JG-1",2006-06-01 12:00:00,2006-06-01,"475198",5031649,"VECO2","Vertigo columbiana","Snail","Pacific Vertigo snail","1"
"Roaring Creek","3C","3C-SA007JG-2",2006-11-17 12:00:00,2006-11-17,"475166",5031486,"ANSP","Ancotrema sportella","Snail","Beaded lancetooth snail","1"
"Roaring Creek","3C","3C-SA007JG-2",2006-11-17 12:00:00,2006-11-17,"475166",5031486,"ENES","Ensatina eschscholtzii","Salamander","Ensatina","1"
"Roaring Creek","3C","3C-SA007JG-2",2006-11-17 12:00:00,2006-11-17,"475166",5031486,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","2"
"Roaring Creek","3C","3C-SA007JG-2",2006-11-17 12:00:00,2006-11-17,"475166",5031486,"PURA","Punctum randolphi","Snail","Conical spot snail","1"
"Roaring Creek","3C","3C-SA007JG-2",2006-11-17 12:00:00,2006-11-17,"475166",5031486,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","1"
"Roaring Creek","3C","3C-SA007TP-1",2006-06-01 12:00:00,2006-06-01,"475950",5031400,"ARCO","Ariolimax columbiana","Slug","Banana slug","1"
"Roaring Creek","3C","3C-SA007TP-1",2006-06-01 12:00:00,2006-06-01,"475950",5031400,"HAVA","Haplotrema vancouverense","Snail","Robust lancetooth snail","6"
"Roaring Creek","3C","3C-SA007TP-1",2006-06-01 12:00:00,2006-06-01,"475950",5031400,"PLVE","Plethodon vehiculum","Salamander","Western redback salamander","2"
"Roaring Creek","3C","3C-SA007TP-1",2006-06-01 12:00:00,2006-06-01,"475950",5031400,"VECO","Vespericola columbianus","Snail","Northwest Hesperian snail","2"
